score_id,transaction_id,account_id,risk_score,score_reason,timestamp
430,3452,629,7.27,Ball early green floor benefit.,2020-03-21 08:04:25
431,4346,221,3.38,Off strategy building matter fight.,2022-04-10 15:31:22
432,3451,986,1.3,Serve old another ahead.,2023-01-05 01:02:23
433,457,228,8.17,Quickly magazine manager matter.,2021-09-27 07:39:17
434,444,526,3.73,Contain others lawyer.,2020-06-25 20:59:37
435,3116,367,9.72,Test office use pass.,2020-01-18 01:24:01
436,3185,652,2.73,Wife great four strategy.,2022-07-31 04:52:00
437,3580,934,7.91,Car candidate ok clear.,2020-12-27 00:19:08
438,4477,640,5.91,Recent need team.,2020-04-09 04:44:38
439,3201,755,3.37,Cup hit over over Mr.,2023-07-21 16:20:11
440,2382,198,5.17,Director source whatever individual.,2020-08-22 08:27:55
441,1960,167,6.52,Argue west or age treat.,2022-08-09 23:30:19
442,3250,390,2.94,Financial data.,2024-03-26 01:13:12
443,4810,79,6.55,Seem suffer social activity.,2021-02-26 07:36:50
444,4013,356,8.22,Investment establish TV director.,2021-06-17 21:01:34
445,844,210,4.49,Drive fast sport.,2020-12-22 15:43:00
446,603,919,2.68,Reduce sort spring.,2023-07-31 15:08:58
447,2672,677,1.88,Media amount can special.,2024-11-03 08:25:44
448,996,579,3.85,Worry land suffer.,2024-01-05 23:34:21
449,2356,234,7.52,Indicate good throughout.,2020-04-17 07:27:00
450,2608,170,7.24,Enough into beautiful.,2022-02-04 02:39:42
451,2133,500,2.92,Whom than image animal.,2023-01-16 18:18:49
452,2093,22,4.93,Yes strategy practice report.,2022-02-07 11:27:35
453,1929,763,4.0,Hotel perform author traditional.,2021-09-28 05:00:46
454,3685,611,1.18,Tonight issue positive.,2020-02-25 16:22:23
455,1523,979,8.11,Memory very.,2021-04-23 07:19:16
456,4250,512,1.71,Success this.,2023-02-12 06:16:13
457,2949,823,7.45,Risk simple.,2023-01-12 13:06:00
458,4804,979,7.37,Arrive instead region provide bag.,2022-12-31 05:07:43
459,4877,102,5.02,Some sit reflect.,2021-08-13 12:14:03
460,1284,912,7.43,Ground they attention effort.,2023-09-19 06:00:22
461,4486,650,8.4,Student mission dark.,2022-02-21 22:53:57
462,730,818,6.26,Stage her this know.,2020-02-12 00:39:32
463,4305,960,7.51,Again field current blood.,2024-10-31 05:43:58
464,4506,977,3.96,College expect fine.,2021-02-26 22:18:27
465,1387,36,4.56,Work actually at pattern successful.,2024-05-13 03:05:38
466,1491,615,9.51,Herself window.,2024-07-12 01:37:03
467,4835,739,1.99,Clear fish nation.,2021-04-02 23:19:34
468,3948,843,5.57,Long media.,2022-12-16 08:16:06
469,3573,215,8.92,Paper several matter see.,2021-02-01 08:16:31
470,1053,841,9.99,Top behind task build.,2023-12-25 12:23:04
471,262,432,5.5,Visit pick building.,2024-11-11 22:39:05
472,100,90,9.93,Answer speech central such sister.,2022-02-18 16:56:23
473,3430,615,1.67,Inside each purpose hard.,2020-09-22 16:05:11
474,4541,474,3.54,Raise and employee more.,2024-04-17 16:09:12
475,3087,176,4.81,Speech cause really.,2022-06-13 16:55:30
476,1331,55,8.94,Camera yard woman son whole.,2020-07-04 14:34:38
477,2775,790,1.04,Control remain he building.,2021-05-16 14:02:28
478,1559,674,4.39,Ago only.,2022-10-21 01:51:21
479,3892,323,9.41,Foreign down issue contain fall.,2021-09-09 18:03:23
480,894,992,3.69,Money successful thought.,2024-09-29 11:43:03
481,3158,783,9.76,Treat thing.,2022-01-30 11:11:02
482,4840,231,4.07,Girl hundred.,2021-11-19 19:49:32
483,849,361,3.54,Yet significant establish lose.,2020-11-10 08:50:47
484,1164,474,6.19,Defense democratic blue suddenly nice.,2024-08-22 13:53:36
485,29,886,3.31,Experience contain challenge other.,2022-08-15 21:11:31
486,3168,96,4.29,Subject continue tough.,2021-06-20 12:24:29
487,4801,837,9.55,Door whom fine.,2020-11-05 17:42:23
488,52,12,5.84,Common similar a change.,2021-07-14 05:22:00
489,1377,507,6.79,Control mind majority nation.,2022-04-02 21:30:36
490,4683,894,6.96,Play stock picture executive.,2020-02-25 22:18:14
491,3717,901,5.39,Understand risk start.,2024-09-03 04:48:34
492,4791,115,6.28,Without three street.,2022-05-09 00:11:08
493,2796,339,4.95,Sit doctor on officer final.,2020-05-23 01:45:54
494,3155,667,3.04,Lot under there.,2021-09-19 16:54:25
495,1769,555,4.83,Skill research or street.,2021-10-01 13:05:39
496,1660,892,1.04,Reflect win it identify before.,2021-09-14 10:32:46
497,2950,241,3.24,Side even.,2024-07-21 14:48:50
498,2619,740,1.72,Build remain.,2021-08-10 07:14:59
499,1212,374,3.65,Wear possible conference meeting.,2022-03-24 19:49:00
500,2822,415,2.7,Mean be off by.,2023-12-31 04:27:46
501,3731,352,7.34,Shoulder church water.,2024-07-04 04:22:49
502,4924,121,3.36,Out full article above a.,2021-08-09 07:29:16
503,4766,778,4.52,Environmental hotel item.,2024-04-08 08:25:40
504,905,543,7.91,Walk Democrat develop.,2022-04-13 07:35:20
505,3868,503,5.6,Pressure rate interesting million.,2020-07-03 11:51:44
506,2138,376,9.21,Myself trouble attack.,2021-03-05 09:53:30
507,4957,214,5.69,Both really blood.,2021-05-09 23:25:10
508,4268,664,9.1,Condition tough worry clear.,2021-04-14 08:45:06
509,268,832,9.71,Up start put certain.,2023-07-16 15:19:58
510,1229,104,4.05,Voice never.,2021-08-01 22:24:37
511,3179,936,8.28,Term standard child other.,2020-08-20 07:58:43
512,487,517,9.1,Generation data young result.,2020-11-29 07:36:28
513,1973,956,9.09,Break need.,2022-10-19 03:57:30
514,3614,70,6.92,Field big approach level.,2023-06-26 11:13:32
515,1168,682,5.86,Role this.,2023-09-17 10:35:55
516,4752,763,3.71,Suddenly return attorney mission.,2023-06-16 12:00:47
517,3070,708,3.95,Business wear.,2022-02-20 07:49:19
518,3758,182,8.33,Both use away ball.,2024-12-29 17:28:49
519,3300,186,4.54,Window career religious week ball.,2024-12-08 23:06:29
520,4665,26,1.86,Soldier glass project show.,2021-02-08 12:15:53
521,35,196,1.12,Fly rather.,2022-10-13 09:58:50
522,683,632,8.57,Clearly show.,2023-05-16 01:18:41
523,4682,324,3.67,Whether mouth address girl.,2020-10-08 18:44:52
524,3891,533,7.96,Program among expert.,2023-01-30 21:12:26
525,2104,458,5.8,Tend then.,2024-11-22 03:41:01
526,4742,686,5.72,Economic anything follow health shake.,2023-06-11 02:30:03
527,3832,864,3.45,Remain federal entire step miss.,2020-01-12 22:11:46
528,3079,467,7.28,Project great someone notice.,2022-12-13 08:08:18
529,200,379,6.98,Throw such specific hand now.,2023-09-09 04:39:24
530,3389,337,2.75,Material wind.,2024-12-29 10:26:46
531,2356,279,9.18,Toward level course military.,2020-06-28 21:52:36
532,85,98,9.76,Production buy.,2020-06-03 13:51:18
533,1960,331,5.3,Performance quickly international street.,2022-06-11 04:20:35
534,4026,370,5.75,Husband us fund authority.,2023-09-23 05:42:38
535,3664,878,8.22,Represent prevent agreement production security.,2021-06-04 00:08:39
536,2054,814,3.61,Administration organization green.,2022-05-05 09:13:34
537,1813,130,8.26,Morning eight nor ball.,2024-06-24 07:25:36
538,3518,826,1.43,Mother shoulder.,2024-09-07 08:15:29
539,4622,528,9.15,Land senior than.,2020-08-04 23:05:02
540,739,851,3.91,Dark fear structure similar.,2022-03-02 23:13:17
541,85,935,2.58,Send lose.,2023-08-25 12:59:09
542,1289,624,1.83,System point voice cost perform.,2021-04-29 10:09:38
543,358,661,5.94,Character theory TV if.,2020-06-22 18:19:59
544,304,692,1.35,Everything federal name million.,2020-11-05 09:06:11
545,2851,207,3.21,Until research.,2022-12-18 01:17:39
546,3369,643,6.7,Culture beyond can.,2024-08-04 07:34:53
547,784,393,2.27,Wonder industry.,2023-01-03 15:27:52
548,1879,974,2.67,Sure current ready.,2023-01-01 21:35:06
549,2978,118,7.1,Southern minute culture police.,2024-04-13 02:36:04
550,3281,971,3.76,Bit return.,2023-02-13 01:59:27
551,4100,458,9.03,Article according fire whom heart.,2024-05-29 17:40:44
552,2756,272,1.32,Interesting from know guy.,2024-05-03 01:57:21
553,1919,9,6.49,Rest of unit.,2020-05-22 21:32:33
554,435,896,4.21,Ready public.,2021-04-09 21:05:05
555,2285,296,9.57,Apply ground.,2024-06-15 13:53:35
556,2702,49,9.88,Week become.,2024-09-06 17:10:33
557,4691,328,3.16,At threat money.,2024-05-04 12:21:24
558,2496,985,3.89,Move once he yet notice.,2020-03-09 18:08:56
559,3207,824,2.44,Training actually.,2020-10-29 19:40:43
560,2714,953,8.17,Whether police reflect.,2020-10-04 03:29:13
561,861,356,8.73,Outside project election them.,2021-05-15 01:39:13
562,3879,611,6.16,Girl who leader right.,2024-11-29 18:03:08
563,4145,345,2.13,Economy visit but play yeah.,2021-03-20 23:37:56
564,2815,287,1.64,Idea responsibility again decide.,2021-02-25 03:52:02
565,4145,650,1.7,Discover set nature development.,2023-09-12 23:24:57
566,3629,935,4.65,Fund certain either specific into.,2024-07-09 19:46:08
567,1160,28,4.72,Hold employee set.,2021-06-22 15:27:45
568,527,726,9.67,Fly cell.,2022-07-13 05:46:24
569,1544,503,1.3,Structure together modern.,2020-05-08 07:31:13
570,687,213,2.56,Girl piece find investment.,2020-05-25 12:27:38
571,2248,206,4.75,Trouble method hear good vote.,2021-02-23 17:11:06
572,2278,907,8.15,Then hope church.,2020-06-02 05:37:40
573,3764,342,6.87,Care catch call wish.,2023-02-15 08:53:26
574,4845,202,2.34,Radio along cover nothing material.,2024-02-01 13:10:15
575,3864,546,4.37,Building these mention.,2022-08-15 06:04:18
576,2379,461,2.13,Shake break staff federal skin.,2020-12-07 16:09:59
577,2372,999,1.24,Same environmental.,2022-10-21 02:06:50
578,1042,98,2.05,Treatment effort successful possible.,2023-01-04 21:53:01
579,2783,130,9.24,Reason difficult.,2023-04-04 03:45:26
580,183,816,6.15,Professional pretty who without fine.,2022-06-23 16:18:30
581,694,360,3.86,Century piece popular.,2020-04-22 02:24:13
582,4278,762,2.56,Think family.,2021-08-25 06:02:23
583,1052,755,4.33,Building house reality little.,2024-01-05 02:02:23
584,144,32,4.3,Phone continue meeting training.,2024-03-15 05:19:45
585,1310,428,8.94,Attorney modern everybody.,2022-06-06 11:42:01
586,2503,717,7.5,City firm region your room.,2021-03-16 15:05:02
587,4256,221,4.02,Animal day though.,2021-03-01 06:31:53
588,3392,8,3.9,Defense operation third.,2021-11-16 19:23:23
589,4635,490,7.95,Address value unit side.,2022-11-02 17:12:45
590,668,783,3.37,Base computer individual already.,2021-01-04 20:40:54
591,4128,321,8.93,Say argue box.,2024-07-23 05:20:25
592,385,11,6.1,Remember along check such for.,2021-09-10 08:39:12
593,215,592,1.39,Training financial must event.,2023-02-18 00:01:37
594,3223,277,5.34,Such party.,2021-01-13 18:52:50
595,4923,872,3.39,Another represent teach.,2020-09-10 19:35:33
596,1808,838,9.01,We term officer reflect.,2022-01-06 09:29:15
597,2253,564,8.22,Rise cultural party deep.,2020-06-28 07:54:36
598,3355,455,6.46,Half Mr part sing lose.,2023-08-24 19:05:08
599,295,331,9.11,Manager skill member seem during.,2024-11-17 06:11:36
600,4701,522,7.42,Yes country pay example.,2022-05-21 21:35:03
601,1123,60,5.09,Maintain want yes itself.,2020-06-28 08:23:16
602,3415,36,2.42,Very number none then.,2021-10-04 04:21:16
603,4576,113,5.91,Company degree we term throughout.,2021-05-30 21:07:15
604,727,99,2.93,There near the become.,2021-09-08 05:41:14
605,2493,510,8.19,Chair item blue behind one.,2021-10-11 14:59:41
606,1277,136,2.69,Maybe official environmental hit meet.,2020-06-04 13:49:47
607,562,339,1.43,Though any eat box next.,2020-03-23 11:46:10
608,2468,616,8.53,Before moment artist.,2020-07-12 17:41:44
609,272,145,1.11,Memory be message own key.,2023-01-28 23:35:59
610,4395,455,7.43,Challenge foot.,2024-04-17 20:17:01
611,4697,811,4.31,Performance data all.,2024-09-07 08:31:00
612,1864,784,8.68,Western radio risk trial.,2020-09-02 14:31:58
613,2758,50,4.78,Rise put authority.,2020-10-17 22:07:20
614,2818,719,1.89,Three fine argue.,2021-03-17 15:37:58
615,3396,668,7.56,Because interesting figure.,2020-05-11 10:31:14
616,1899,710,5.52,Medical lead.,2021-10-28 03:09:25
617,3509,267,4.01,This Republican always go candidate.,2020-01-14 07:59:48
618,2355,116,4.8,Senior especially nearly down American.,2021-08-10 08:52:51
619,4222,858,5.28,Poor itself suffer write.,2022-04-02 23:17:50
620,2714,969,1.6,It of raise.,2024-08-24 03:19:41
621,2046,582,7.26,Young within under.,2022-10-25 11:04:24
622,1909,164,1.17,Green true cold whatever.,2020-06-08 09:02:18
623,3165,798,5.03,Sense two beyond the.,2021-09-09 15:50:15
624,4477,753,2.82,Treat professor focus.,2021-03-04 19:41:50
625,891,755,8.76,Debate point get.,2020-06-25 12:56:01
626,2025,126,1.18,Civil language exist full.,2022-12-15 04:32:05
627,2333,499,4.32,Table traditional.,2023-12-21 22:08:22
628,3564,40,2.83,Huge thank however.,2022-10-28 05:07:58
629,1495,339,7.31,Require impact eat.,2022-10-26 00:00:14
630,2277,306,3.51,Sea dream everyone.,2022-02-25 12:20:07
631,3703,680,9.46,Debate contain describe really.,2024-07-15 09:00:24
632,2047,251,7.29,Beautiful accept put anyone type.,2021-12-04 15:03:34
633,1277,898,9.7,Despite become win never seat.,2023-09-11 05:05:38
634,2287,394,4.94,Stock rule public.,2022-11-28 15:20:28
635,2547,839,2.57,Technology shoulder major president.,2021-04-10 23:21:45
636,290,181,7.51,Its three.,2021-05-19 05:19:12
637,460,781,2.03,Prevent situation.,2023-09-10 09:23:41
638,4130,666,1.6,Whose PM perform crime.,2021-02-18 13:26:08
639,3975,483,7.95,Road in never contain.,2020-01-31 10:38:51
640,3723,124,8.89,Herself cut.,2020-09-09 06:11:59
641,2259,452,6.54,Nice five direction low record.,2024-07-25 20:55:07
642,1458,94,2.61,At rise sea not.,2021-01-15 00:49:00
643,860,533,1.11,Type much arm detail.,2023-02-10 14:55:18
644,2752,439,1.49,Already score.,2020-11-14 00:41:42
645,1995,31,9.02,Ten school six town evidence.,2023-04-22 22:38:02
646,1021,58,8.57,Race plant decade share.,2024-04-13 10:11:15
647,4858,697,7.47,Of her so power interest.,2022-12-16 04:39:46
648,1499,363,8.13,Ready toward finally clear.,2024-12-08 15:17:18
649,3177,348,1.97,Usually security seven might.,2021-12-12 17:44:41
650,282,107,4.52,Right talk member.,2024-05-17 05:17:37
651,1421,444,7.47,Able outside.,2024-11-28 19:47:55
652,1488,888,2.74,Let skill.,2020-01-27 00:15:23
653,4977,245,2.99,Player husband.,2021-02-06 07:50:04
654,1468,190,3.01,Himself unit model again go.,2021-08-19 16:24:16
655,1596,258,2.68,Line character list summer.,2021-04-23 04:14:47
656,811,478,9.1,Natural pressure exist among indicate.,2021-10-28 17:58:08
657,4563,68,5.81,Medical hit recognize employee prevent.,2020-04-02 17:10:23
658,40,743,6.62,Carry add direction.,2020-11-18 16:42:28
659,3843,923,1.62,Idea take few deep control.,2021-08-01 17:24:11
660,2464,42,3.43,Against admit support.,2024-03-22 16:20:09
661,1783,310,7.04,Film firm kid deal.,2023-04-13 20:06:02
662,4298,392,3.08,Along cost skin organization.,2020-07-18 13:56:10
663,3790,622,5.47,Painting white table speak.,2022-12-26 03:52:20
664,734,138,4.31,Look use difference edge fact.,2020-12-02 14:05:53
665,3787,399,7.27,You open image.,2023-02-09 15:01:54
666,1977,544,2.67,Hospital leave give card four.,2024-03-22 19:42:23
667,4825,209,6.09,Fear single trouble debate.,2024-12-08 01:05:44
668,2066,842,4.99,Visit when history final class.,2020-06-19 15:00:49
669,198,401,3.3,Hundred line manager PM fall.,2021-04-24 14:32:01
670,2330,947,2.26,Court size student.,2024-03-27 20:08:33
671,4272,473,8.38,Look wait sort according by.,2022-08-02 15:02:46
672,2728,286,4.47,More entire mean measure shoulder.,2021-08-04 15:24:34
673,959,495,2.49,Create room else such.,2022-12-09 20:35:38
674,3153,168,6.39,Tree represent produce.,2022-03-12 07:55:45
675,1024,542,7.21,Possible truth young modern.,2024-09-22 08:31:52
676,3168,200,2.5,People compare fly interesting.,2023-03-27 20:08:19
677,621,885,6.86,Deep way do quite.,2022-01-10 06:03:57
678,1517,975,7.92,Involve story sport.,2020-11-11 03:56:00
679,2,720,6.99,Decade behavior personal table.,2024-11-09 23:20:57
680,3748,125,1.16,Buy become newspaper husband north.,2023-08-20 01:58:45
681,1063,274,9.25,Democrat rather than election.,2024-03-15 14:00:30
682,862,709,1.42,List camera much movement.,2022-08-27 03:14:48
683,695,41,5.67,Before should.,2022-09-07 01:06:42
684,2204,66,8.36,Could first strong.,2024-07-22 04:01:13
685,2565,488,6.73,Woman follow none message.,2020-12-19 06:56:48
686,2657,458,5.42,Go simply low reveal big.,2024-12-06 12:54:36
687,3768,833,5.44,Direction physical pass.,2020-02-04 16:04:09
688,4870,227,5.1,Skin economic yes we need.,2023-12-16 20:26:14
689,4901,970,2.12,Miss save.,2024-09-20 22:09:49
690,1404,526,1.24,Foreign pick throughout people.,2023-02-14 23:36:13
691,3299,755,7.0,Commercial carry film point both.,2020-04-30 06:52:54
692,189,569,2.27,Republican from current investment.,2024-01-15 14:40:17
693,3281,296,5.42,Democratic occur.,2022-05-28 05:58:25
694,668,604,4.4,Never rise close popular.,2024-10-10 21:12:20
695,297,420,9.17,Here officer against expect make.,2024-06-01 15:19:07
696,3856,159,2.46,Share miss popular.,2020-09-20 07:57:23
697,4098,587,2.02,Answer case during.,2024-09-11 22:12:45
698,4863,177,4.48,Building worry four little.,2023-01-13 04:33:01
699,2517,25,2.12,Defense determine cost suggest perform.,2021-08-05 22:17:33
700,3489,789,4.64,Most house not around.,2024-12-25 03:16:19
701,1760,17,9.5,Story catch now draw.,2020-04-04 04:47:33
702,4736,58,5.77,Business law suddenly.,2020-01-01 11:27:42
703,367,607,1.1,Music concern middle.,2022-01-09 20:38:14
704,1742,774,4.17,It hear much.,2020-01-20 00:54:10
705,2156,643,2.69,Energy fill machine behavior.,2021-02-04 19:03:02
706,1906,748,5.59,Simple fear.,2022-07-09 00:30:59
707,591,549,7.99,Have person option against.,2023-01-04 05:15:51
708,3651,485,7.48,Almost scientist your manage game.,2020-10-06 13:26:41
709,1773,353,3.59,Customer now maintain son.,2024-05-07 18:13:21
710,4464,429,8.5,Remain partner him reality.,2024-04-13 02:26:12
711,2694,704,2.8,Affect authority arrive.,2021-09-14 04:45:40
712,1526,678,9.25,Use put maybe.,2024-01-11 10:54:22
713,2651,1000,6.16,Country we view design four.,2023-09-27 16:50:23
714,3188,463,6.26,Go three film clear.,2022-04-20 11:57:00
715,3807,924,2.53,Wish sometimes.,2021-12-10 12:06:23
716,1633,719,2.69,Station ability address respond.,2021-10-19 16:34:51
717,4570,794,4.8,Language our section.,2024-09-01 21:44:46
718,333,489,6.58,Nice if sell return.,2021-02-12 18:51:40
719,2655,290,3.57,However performance him leg group.,2020-01-11 00:29:16
720,3763,231,3.19,Single wish hospital.,2023-10-22 23:50:00
721,721,275,9.09,Positive else positive.,2023-07-17 12:21:25
722,4268,965,2.28,Staff often get minute sing.,2021-10-02 08:24:05
723,2506,704,7.04,Apply hair create almost long.,2022-09-20 07:23:15
724,3090,773,9.65,Trial chair store by.,2022-09-24 05:41:49
725,396,260,6.05,Strategy explain force.,2022-07-08 20:32:17
726,953,228,7.37,Apply enjoy contain high.,2023-01-19 06:57:40
727,144,471,2.83,Watch make training parent.,2022-09-21 11:54:07
728,178,53,9.79,Run draw real.,2024-02-02 12:10:59
729,2622,947,9.66,Report police suggest collection ready.,2020-03-28 01:43:27
730,4962,540,7.41,Cell answer include travel onto.,2022-12-05 07:38:14
731,4998,980,7.64,Board particular.,2021-09-18 20:35:45
732,1071,296,8.7,Pattern road.,2021-08-25 06:24:08
733,1634,906,6.87,Control series bit.,2024-03-06 21:10:17
734,3394,456,5.11,Door feeling activity identify whole.,2024-09-17 13:56:40
735,1274,747,1.63,Raise region Mrs nature.,2020-05-25 12:39:10
736,3100,57,4.23,So him race season.,2022-01-06 01:28:34
737,1227,47,2.1,High pick attack size.,2021-09-04 06:36:38
738,4825,866,6.6,Medical so.,2023-11-21 05:02:08
739,1354,504,4.46,Expect future four church scene.,2020-12-15 10:10:26
740,2612,765,3.35,Contain list front.,2024-11-23 03:10:51
741,4841,872,3.96,Note already between.,2021-08-01 15:42:04
742,113,578,2.71,Data son long concern.,2022-03-09 12:03:34
743,2489,932,7.02,Clear push develop modern.,2024-08-18 03:03:56
744,1060,62,9.42,Serious reduce general.,2021-09-18 07:48:27
745,3155,710,7.55,Major tell travel late.,2020-09-16 16:02:31
746,1362,711,3.7,Red new.,2024-08-25 11:50:46
747,3301,113,6.42,Each very thought compare.,2023-03-04 20:47:58
748,3125,735,5.95,Lawyer material left it.,2024-03-02 10:20:25
749,886,699,2.52,Week next education.,2022-10-06 00:59:39
750,3554,773,2.3,Lawyer every.,2022-01-07 02:09:12
751,1197,436,4.57,Card rate.,2021-05-15 18:03:54
752,1804,912,7.44,Particularly seem new.,2021-04-09 21:00:30
753,1762,378,2.26,None he where.,2020-02-10 04:31:58
754,4402,383,8.1,Body per fear list.,2024-06-03 16:47:21
755,3622,461,4.6,Consider lawyer sit serious.,2023-09-13 11:33:40
756,3645,420,4.88,Computer offer performance.,2022-07-03 12:27:00
757,4591,162,6.87,Attention would require girl public.,2021-02-14 00:12:03
758,3522,96,5.54,Various catch red.,2024-09-07 07:50:36
759,1992,164,6.85,Toward either front.,2023-03-10 01:23:27
760,1890,56,2.89,Suggest it look her lot.,2023-12-03 10:45:25
761,2288,240,6.62,Team economy natural.,2024-11-03 05:06:58
762,1345,784,1.19,Shoulder gun away.,2020-02-07 08:11:58
763,2350,150,9.64,Know movement detail choose remain.,2024-03-27 12:35:12
764,4805,499,5.13,Party eye cut.,2021-08-07 21:22:51
765,3774,376,2.77,Food special.,2023-09-25 00:05:37
766,2648,394,3.22,Wall all response.,2022-04-12 11:46:41
767,1699,234,5.16,Week top reason.,2023-02-07 05:10:30
768,4538,555,2.93,Such city.,2020-02-27 17:58:04
769,2880,704,4.84,Charge draw cup single.,2021-11-21 11:54:44
770,1515,886,1.25,Song customer color.,2022-01-22 15:56:44
771,1467,918,6.54,Suffer condition.,2024-01-21 15:11:26
772,629,313,1.39,If rich travel new.,2024-01-08 13:27:58
773,4592,965,2.32,Grow election dog.,2021-04-08 08:59:42
774,4942,356,7.9,Dog movie resource water.,2020-12-13 02:06:01
775,4577,821,5.35,Project management move full those.,2024-06-09 16:48:58
776,58,202,2.01,Own one over subject.,2023-09-01 14:49:13
777,4261,847,9.7,Music form focus.,2024-04-08 06:11:53
778,576,335,6.77,Finish scientist father shake.,2021-06-23 09:45:57
779,4609,835,9.34,Could religious key toward.,2024-07-23 10:21:30
780,2931,867,3.86,Product a its.,2022-09-21 17:08:56
781,1277,550,6.53,Do travel position common.,2023-12-22 13:44:04
782,2176,65,3.42,Wind site million.,2020-09-27 13:57:39
783,1417,441,3.97,Daughter three seem nature.,2022-07-12 08:39:41
784,3131,365,4.76,Land indeed budget.,2021-04-10 17:31:13
785,3838,250,7.28,Task down dark prove.,2023-05-21 20:21:11
786,2561,827,1.35,Though military.,2024-12-27 22:52:10
787,3036,469,8.58,Project before quickly.,2021-09-14 03:17:28
788,3902,603,8.03,Husband become off.,2020-11-15 15:50:33
789,4928,604,2.64,Grow training time simply site.,2024-02-24 09:15:38
790,2737,953,7.03,Very able say.,2023-01-04 19:26:13
791,574,461,8.41,Culture answer color fill.,2022-04-04 08:55:25
792,3186,193,4.02,It population.,2023-06-28 22:36:05
793,3733,143,6.68,Base training.,2023-02-11 08:20:32
794,4813,277,7.49,Probably describe could model.,2023-04-23 12:54:30
795,160,288,1.27,Easy move push will.,2022-09-02 03:10:12
796,1007,162,2.89,Skin trial send effort someone.,2021-01-11 02:07:23
797,2605,853,1.94,Interesting minute.,2024-01-19 01:57:54
798,3940,320,8.14,Specific care.,2023-10-29 10:50:34
799,3721,443,8.64,Direction most individual.,2021-04-25 17:24:45
800,286,530,6.83,Because city challenge audience.,2020-12-09 17:30:14
801,4587,888,7.02,Network reason through kid.,2020-11-02 16:40:51
802,8,817,1.1,Letter born tend.,2020-10-05 10:53:28
803,855,608,8.15,Conference certain born.,2021-10-21 10:36:29
804,3236,279,8.81,Whether sing southern phone.,2021-05-03 05:34:38
805,298,825,5.29,Question threat partner.,2020-10-13 19:57:00
806,2849,779,7.0,Ask tough food.,2020-08-04 12:51:15
807,13,450,9.87,Whether sing walk might indicate.,2023-05-18 23:05:14
808,4547,670,1.66,When carry artist.,2024-07-05 22:05:27
809,2962,376,7.38,Hotel enjoy high card.,2021-07-08 14:36:52
810,2467,573,9.25,You wonder some this.,2024-01-14 14:54:10
811,4897,970,9.84,Trade report continue.,2020-09-30 20:24:44
812,1371,620,4.52,Need though.,2024-09-02 11:48:02
813,3534,224,8.13,In moment must eight.,2021-10-06 07:47:13
814,3359,886,9.72,My PM home issue now.,2020-08-29 00:31:50
815,810,600,4.47,As worker.,2020-09-24 15:34:58
816,372,515,1.82,Program response.,2020-05-20 00:23:23
817,139,130,7.62,As hotel player event oil.,2023-12-01 00:35:25
818,28,245,5.92,Rich million heart list.,2022-03-27 19:09:09
819,333,108,7.3,Work front admit data significant.,2020-04-14 03:23:46
820,2113,436,8.03,Decision account here.,2020-08-11 19:36:10
821,874,11,1.07,Time whom.,2024-04-20 05:55:24
822,1593,620,2.64,Type dinner name.,2021-05-28 18:43:08
823,3328,813,5.83,Common thank material glass.,2021-12-10 04:25:53
824,943,261,6.32,Hospital guess check long.,2024-12-21 09:16:55
825,2303,175,9.04,Yourself decide soon.,2022-12-10 22:08:22
826,3195,141,9.71,Race allow military citizen.,2020-10-12 15:19:16
827,150,93,5.08,Spend authority support character PM.,2024-03-07 09:55:12
828,1187,522,4.43,Be story popular ever.,2022-10-22 12:53:49
829,1690,813,1.38,Seat hope tax enjoy still.,2022-05-01 21:46:45
830,1555,957,1.91,Wide ability candidate throughout lay.,2024-12-05 05:30:20
831,848,920,6.52,However board.,2021-05-01 22:36:13
832,1057,193,3.98,Adult surface step that reduce.,2021-02-01 06:24:09
833,4654,907,6.58,Difference hundred entire still.,2021-11-15 11:17:22
834,4783,181,3.63,Majority ground certainly behind stand.,2020-05-21 20:25:41
835,552,21,4.15,Maybe operation eye.,2021-03-16 18:10:17
836,3149,621,8.99,Even save center.,2021-07-22 22:53:29
837,1000,732,2.14,A seven.,2020-06-22 12:31:49
838,235,945,2.91,Tell campaign try third.,2023-03-02 08:40:09
839,4063,565,2.23,Audience always.,2024-09-21 11:19:42
840,4472,298,3.55,Rich law image.,2020-06-03 19:51:32
841,3291,546,4.06,Exist inside thank end door.,2020-11-02 01:11:22
842,3056,573,4.31,Society where suffer require return.,2022-03-21 00:54:25
843,2553,476,3.58,Someone play own watch me.,2024-12-12 04:32:09
844,2798,175,4.0,Hand bar thus.,2020-01-31 14:06:12
845,574,381,7.34,Century past news.,2021-10-25 10:52:08
846,3581,836,3.49,Still off quickly range.,2023-09-05 03:02:20
847,3487,789,4.8,Learn theory recently president account.,2020-06-25 17:13:51
848,3964,525,5.8,Particular wide most also sign.,2020-02-25 21:21:10
849,1602,109,7.8,Tax interview mean.,2023-08-09 17:32:03
850,1893,130,1.45,Step forget room simple.,2024-01-23 16:34:48
851,1169,349,8.0,Beyond treat consumer term around.,2024-10-20 03:21:59
852,3987,187,8.26,Only feeling.,2023-09-17 21:33:55
853,4519,539,8.09,Green some pull.,2022-09-26 07:27:40
854,944,882,1.5,Begin sell.,2023-03-28 21:11:34
855,4872,498,9.34,General everything follow ok.,2023-09-27 05:53:10
856,2182,816,4.53,Center buy moment sort.,2022-09-20 01:13:33
